iter	Logloss
0	0.604206455
1	0.5365233749
2	0.4870397198
3	0.4666236476
4	0.4364375277
5	0.4207754951
6	0.396193632
7	0.3787869522
8	0.3662004862
9	0.361773076
10	0.3572071475
11	0.3430300044
12	0.3357123112
13	0.3329904004
14	0.3256687527
15	0.3234681535
16	0.3220807077
17	0.3200913872
18	0.3155245822
19	0.3092004654
20	0.3075491252
21	0.3038947917
22	0.3016420126
23	0.3015988376
24	0.3013104686
25	0.3010872912
26	0.2983415954
27	0.2937363653
28	0.2931832669
29	0.2928592062
30	0.2881130946
31	0.2859546442
32	0.2840767581
33	0.2840531098
34	0.2830220176
35	0.2811281644
36	0.2804117896
37	0.2797574733
38	0.2749632962
39	0.2732323949
40	0.2709571918
41	0.2703220169
42	0.2665212342
43	0.2664957332
44	0.2664711603
45	0.2614723569
46	0.2594387643
47	0.257469919
48	0.2569027342
49	0.2558151099
50	0.2530917384
51	0.250419287
52	0.2496351895
53	0.2467602321
54	0.2459276407
55	0.2436643874
56	0.2427175259
57	0.2400207724
58	0.2399825013
59	0.2371394494
60	0.2340669093
61	0.2294556665
62	0.2292494115
63	0.2278323331
64	0.2278323226
65	0.2256974382
66	0.2216521121
67	0.2163046304
68	0.214187043
69	0.2130733334
70	0.2097620775
71	0.2058280845
72	0.2026383532
73	0.2007691062
74	0.2003988065
75	0.1970269618
76	0.1947163737
77	0.1907140125
78	0.1870848797
79	0.1868991059
80	0.1851124741
81	0.1817820473
82	0.1797823038
83	0.1765805798
84	0.1744670187
85	0.1739219348
86	0.171929855
87	0.1712724277
88	0.1683145576
89	0.1652244197
90	0.1631033916
91	0.1609535715
92	0.1583153616
93	0.1565683044
94	0.1555171065
95	0.1528368742
96	0.1507386257
97	0.1498097995
98	0.1493952939
99	0.1468314158
100	0.1463723502
101	0.1442183773
102	0.1415531069
103	0.1401765943
104	0.138404222
105	0.1376160265
106	0.1346523868
107	0.1335849947
108	0.1323147784
109	0.1306380366
110	0.1294763287
111	0.1291958979
112	0.1275349123
113	0.1252056148
114	0.1238100998
115	0.1226141614
116	0.1212809307
117	0.1196121539
118	0.1183216962
119	0.1182284781
120	0.1178895017
121	0.1165103552
122	0.1150646531
123	0.113606177
124	0.112585974
125	0.1123361154
126	0.1111591633
127	0.1101541842
128	0.1094359977
129	0.1091838928
130	0.1080845412
131	0.1066997661
132	0.1055808105
133	0.1038993636
134	0.1035681238
135	0.1033746991
136	0.1024648043
137	0.1016966196
138	0.1006878111
139	0.09939409145
140	0.09853670185
141	0.09655486125
142	0.09537296263
143	0.09516581333
144	0.09488562886
145	0.09386875764
146	0.09281214401
147	0.0926774728
148	0.09176546776
149	0.09045715541
150	0.09014980341
151	0.089690373
152	0.08874817896
153	0.0870632391
154	0.08567767977
155	0.08559636905
156	0.0854482587
157	0.08450716918
158	0.08390102472
159	0.08328317094
160	0.08272578531
161	0.08261502729
162	0.08177208043
163	0.0815864331
164	0.0806814708
165	0.07957235134
166	0.07924990083
167	0.07839036674
168	0.07799460501
169	0.0778564844
170	0.0775713224
171	0.0770326056
172	0.07564226254
173	0.07544497633
174	0.07419423211
175	0.07395923084
176	0.07359894328
177	0.07333975966
178	0.07299199726
179	0.07223372426
180	0.07211436876
181	0.07116782477
182	0.07029434238
183	0.07013854258
184	0.06975769409
185	0.06894873301
186	0.06873970667
187	0.0685189006
188	0.06785904016
189	0.06703400496
190	0.0660470459
191	0.06539487674
192	0.06445478822
193	0.0638958739
194	0.06351266452
195	0.06271088295
196	0.06247209023
197	0.06208988725
198	0.06168353002
199	0.06097411802
200	0.06039853358
201	0.06022887307
202	0.05963940856
203	0.05906325235
204	0.05854260285
205	0.05823395281
206	0.05821535749
207	0.05750904228
208	0.05697550491
209	0.05640114222
210	0.05633055149
211	0.05577011242
212	0.0553089446
213	0.05521038147
214	0.05517993545
215	0.05490460661
216	0.05479839738
217	0.05443035275
218	0.05404082946
219	0.05350206033
220	0.05309200086
221	0.0528160045
222	0.05272174139
223	0.05225850536
224	0.0517249497
225	0.05120999335
226	0.05093212938
227	0.05050922534
228	0.05043765695
229	0.05013263148
230	0.04984304727
231	0.0496899491
232	0.04924137931
233	0.04902777677
234	0.04886997172
235	0.04818399885
236	0.04774016718
237	0.04772128109
238	0.04744364239
239	0.04707491918
240	0.04683113276
241	0.04656863138
242	0.04654665599
243	0.04600598608
244	0.04557540555
245	0.04515094837
246	0.04487679983
247	0.04465751591
248	0.04440266575
249	0.04436758159
250	0.04414872957
251	0.04372919207
252	0.04350240573
253	0.04330472187
254	0.04293753708
255	0.04270002597
256	0.04228200881
257	0.04190181596
258	0.04189074291
259	0.0416146905
260	0.04144041644
261	0.04123705686
262	0.04118741978
263	0.04094161744
264	0.04056873465
265	0.04036591824
266	0.04004738331
267	0.03993828451
268	0.03991683744
269	0.03972093286
270	0.03949892744
271	0.03933067857
272	0.03933067664
273	0.03902873012
274	0.03868214192
275	0.03844639414
276	0.0381219208
277	0.03776665604
278	0.03759915027
279	0.03738483325
280	0.03707922148
281	0.03691001386
282	0.03658048821
283	0.03635678153
284	0.03601830466
285	0.0359431041
286	0.03593431546
287	0.03567376003
288	0.03527892624
289	0.03485458843
290	0.03462039392
291	0.03436089012
292	0.03408340001
293	0.03395243873
294	0.03373443516
295	0.03365817241
296	0.03356037099
297	0.03354511506
298	0.03352600446
299	0.03330346715
